,Provider_Name,NPI,Medicaid_EP_Hospital_Type,Specialty,Business_Street_Address,Business_City,Business_County,Business_ZIP_Code,Business_State_Territory,Program_Year,Payment_Year,Payment_Year_Number,Payment_Criteria__Medicaid_Only,Payee_Name,Payee_NPI,Disbursement_Amount,Total_Payments,Longitude,Latitude
24633,#,#,Physician,UNKNOWN,#,San Francisco,San Francisco,94143.0,California,2013.0,2014.0,3.0,MU,#,#,8500.0,38250.0,-122.457745,37.763498
24634,#,#,Physician,UNKNOWN,#,ORANGE,Orange,92868.0,California,2012.0,2016.0,1.0,MU,#,#,0.0,38250.0,-117.876761,33.784787
24635,#,#,Physician,DIAGNOSTIC RADIOLOGY,#,Oakland,Alameda,94602.0,California,2011.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-122.231231,37.7989
24636,#,#,Dentist,ORAL SURGERY (DENTIST ONLY),#,Tarzana,Los Angeles,91356.0,California,2011.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-118.535421,34.17267
24637,#,#,Dentist,UNKNOWN,#,Lancaster,Los Angeles,93536.0,California,2015.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-118.172283,34.690177
24638,#,#,Dentist,UNKNOWN,#,Lost Hills,Kern,93249.0,California,2014.0,2015.0,3.0,MU,#,#,8500.0,38250.0,-119.694876,35.61608
24639,#,#,Physician,OBSTETRICS/GYNECOLOGY,#,Loma Linda,San Bernardino,92354.0,California,2013.0,2014.0,1.0,AIU,#,#,-21250.0,21250.0,-117.263601,34.04968
24640,#,#,Nurse Practitioner,UNKNOWN,#,Torrance,Los Angeles,90502.0,California,2014.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-118.294551,33.83154
24641,#,#,Dentist,UNKNOWN,#,Azusa,Los Angeles,91702.0,California,2012.0,2014.0,1.0,AIU,#,#,-21250.0,21250.0,-117.888181,34.128644
24642,#,#,Physician,UNKNOWN,#,San Francisco,San Francisco,94143.0,California,2013.0,2014.0,2.0,MU,#,#,8500.0,29750.0,-122.394083,37.767872
24643,#,#,Dentist,UNKNOWN,#,PASADENA,Los Angeles,91101.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.131811,34.14047
24644,#,#,Physician,OBSTETRICS/GYNECOLOGY,#,Torrance,Los Angeles,90502.0,California,2014.0,2015.0,3.0,MU,#,#,8500.0,38250.0,-118.294551,33.83154
24645,#,#,Physician,UNKNOWN,#,Santa Rosa,Sonoma,95401.0,California,2016.0,2017.0,3.0,MU,#,#,8500.0,38250.0,-122.743541,38.44042
24646,#,#,Physician,FAMILY PRACTICE,#,San Francisco,San Francisco,94110.0,California,2014.0,2015.0,2.0,MU,#,#,8500.0,29750.0,-122.405371,37.75529
24647,#,#,Dentist,UNKNOWN,#,San Ysidro,San Diego,92173.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-117.047321,32.55894
24648,#,#,Physician,GENERAL PRACTICE,#,Los Angeles,Los Angeles,90011.0,California,2016.0,2017.0,3.0,MU,#,#,8500.0,38250.0,-118.257038,34.003934
24649,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90033.0,California,2014.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-118.208281,34.05963
24650,#,#,Physician,OBSTETRICS/GYNECOLOGY,#,Pomona,Los Angeles,91767.0,California,2013.0,2014.0,2.0,MU,#,#,8500.0,29750.0,-117.751101,34.075
24651,#,#,Physician,UNKNOWN,#,SAN DIEGO,San Diego,92123.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-117.151331,32.7981
24652,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90033.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-118.208281,34.05963
24653,#,#,Physician,FAMILY PRACTICE,#,Eureka,Humboldt,95501.0,California,2017.0,2018.0,3.0,MU,#,#,8500.0,38250.0,-124.142221,40.78546
24654,#,#,Dentist,UNKNOWN,#,Van Nuys,Los Angeles,91402.0,California,2015.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-118.448241,34.21413
24655,#,#,Nurse Practitioner,UNKNOWN,#,Lemoore,Kings,93245.0,California,2016.0,2017.0,3.0,MU,#,#,8500.0,38250.0,-119.769351,36.30085
24656,#,#,Nurse Practitioner,UNKNOWN,#,Burlingame,San Mateo,94010.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-122.380691,37.59367
24657,#,#,Dentist,UNKNOWN,#,San Francisco,San Francisco,94143.0,California,2016.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-122.460981,37.762549
24658,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,PHYSICIAN ASSISTANT,#,VENTURA,Ventura,93004.0,California,2013.0,2014.0,3.0,MU,#,#,8500.0,38250.0,-119.159071,34.29357
24659,#,#,Nurse Practitioner,UNKNOWN,#,Fresno,Fresno,93701.0,California,2014.0,2015.0,3.0,MU,#,#,8500.0,38250.0,-119.784667,36.745017
24660,#,#,Dentist,UNKNOWN,#,San Luis Obispo,San Luis Obispo,93401.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-120.668371,35.25677
24661,#,#,Physician,UNKNOWN,#,Ventura,Ventura,93003.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-119.251951,34.27648
24662,#,#,Dentist,UNKNOWN,#,MERCED,Merced,95348.0,California,2014.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-120.480411,37.31973
24663,#,#,Dentist,UNKNOWN,#,Orange,Orange,92868.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-117.867453,33.779297
24664,#,#,Nurse Practitioner,UNKNOWN,#,Los Angeles,Los Angeles,90044.0,California,2014.0,2015.0,2.0,MU,#,#,8500.0,29750.0,-118.286428,33.974668
24665,#,#,Nurse Practitioner,UNKNOWN,#,Lynwood,Los Angeles,90262.0,California,2017.0,2018.0,2.0,MU,#,#,8500.0,29750.0,-118.20592,33.930432
24666,#,#,Dentist,UNKNOWN,#,Bell,Los Angeles,90201.0,California,2016.0,2017.0,2.0,MU,#,#,8500.0,29750.0,-118.18787,33.972924
24667,#,#,Nurse Practitioner,UNKNOWN,#,Los Angeles,Los Angeles,90003.0,California,2016.0,2017.0,2.0,MU,#,#,8500.0,29750.0,-118.273371,33.98852
24668,#,#,Physician,UNKNOWN,#,Torrance,Los Angeles,90502.0,California,2013.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-118.294551,33.83154
24669,#,#,Physician,UNKNOWN,#,Glendale,Los Angeles,91205.0,California,2017.0,2018.0,3.0,MU,#,#,8500.0,38250.0,-118.249284,34.146367
24670,#,#,Physician,FAMILY PRACTICE,#,San Ysidro,San Diego,92173.0,California,2016.0,2017.0,5.0,MU,#,#,8500.0,55250.0,-117.047321,32.55894
24671,#,#,Physician,UNKNOWN,#,San Francisco,San Francisco,94134.0,California,2015.0,2016.0,2.0,MU,#,#,8500.0,29750.0,-122.404511,37.72902
24672,#,#,Dentist,UNKNOWN,#,San Fernando,Los Angeles,91340.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.438724,34.281269
24673,#,#,Dentist,UNKNOWN,#,Orange,Orange,92868.0,California,2015.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-117.867453,33.779297
24674,#,#,Dentist,UNKNOWN,#,Los Angeles,Los Angeles,90022.0,California,2014.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-118.157211,34.02151
24675,#,#,Nurse Practitioner,UNKNOWN,#,Banning,Riverside,92220.0,California,2014.0,2015.0,3.0,MU,#,#,8500.0,38250.0,-116.828982,33.952019
24676,#,#,Physician,UNKNOWN,#,Orange,Orange,92868.0,California,2015.0,2017.0,2.0,MU,#,#,8500.0,38250.0,-117.876761,33.784787
24677,#,#,Nurse Practitioner,NURSE PRACTITIONER,#,Oakland,Alameda,94607.0,California,2014.0,2015.0,2.0,MU,#,#,8500.0,29750.0,-122.270941,37.79943
24678,#,#,Nurse Practitioner,UNKNOWN,#,San Francisco,San Francisco,94103.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-122.413001,37.77366
24679,#,#,Physician,NEUROLOGY,#,San Francisco,San Francisco,94110.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-122.405371,37.75529
24680,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90028.0,California,2011.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-118.329806,34.097958
24681,#,#,Physician,UNKNOWN,#,Corona,Riverside,92879.0,California,2017.0,2018.0,4.0,MU,#,#,8500.0,46750.0,-117.566771,33.85349
24682,#,#,Dentist,UNKNOWN,#,Downey,Los Angeles,90242.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-118.156402,33.926379
24683,#,#,Nurse Practitioner,UNKNOWN,#,Fortuna,Humboldt,95540.0,California,2014.0,2015.0,4.0,MU,#,#,8500.0,46750.0,-124.158221,40.59824
24684,#,#,Dentist,UNKNOWN,#,Castroville,Monterey,95012.0,California,2015.0,2016.0,3.0,MU,#,#,8500.0,38250.0,-121.759401,36.76719
24685,#,#,Physician,UNKNOWN,#,MONROVIA,Los Angeles,91016.0,California,2016.0,2017.0,1.0,MU,#,#,21250.0,21250.0,-118.010241,34.13724
24686,#,#,Dentist,UNKNOWN,#,BAKERSFIELD,Kern,93313.0,California,2014.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-119.047181,35.29628
24687,#,#,Physician,UNKNOWN,#,Westminster,Orange,92683.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-117.972871,33.75092
24688,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90010.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.306693,34.061734
24689,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,UNKNOWN,#,Merced,Merced,95340.0,California,2014.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-120.467081,37.33963
24690,#,#,Nurse Practitioner,NURSE PRACTITIONER,#,Palo Alto,Santa Clara,94304.0,California,2015.0,2017.0,2.0,MU,#,#,8500.0,38250.0,-122.175211,37.43622
24691,#,#,Physician,UNKNOWN,#,Van Nuys,Los Angeles,91406.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-118.490941,34.22052
24692,#,#,Physician,UNKNOWN,#,Carmichael,Sacramento,95608.0,California,2017.0,2018.0,2.0,MU,#,#,8500.0,29750.0,-121.328804,38.651145
24693,#,#,Physician,UNKNOWN,#,San Francisco,San Francisco,94118.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-122.455451,37.78683
24694,#,#,Physician,UNKNOWN,#,Torrance,Los Angeles,90502.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-118.294551,33.83154
24695,#,#,Nurse Practitioner,UNKNOWN,#,Oakland,Alameda,94609.0,California,2017.0,2018.0,4.0,MU,#,#,8500.0,46750.0,-122.267631,37.83706
24696,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90029.0,California,2015.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.290161,34.09529
24697,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90033.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-118.208281,34.05963
24698,#,#,Physician,UNKNOWN,#,Martinez,Contra Costa,94553.0,California,2014.0,2015.0,2.0,MU,#,#,8500.0,29750.0,-122.132641,38.00674
24699,#,#,Nurse Practitioner,UNKNOWN,#,San Mateo,San Mateo,94401.0,California,2017.0,2018.0,4.0,MU,#,#,8500.0,46750.0,-122.328979,37.564732
24700,#,#,Physician,UNKNOWN,#,San Francisco,San Francisco,94110.0,California,2016.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-122.406801,37.76132
24701,#,#,Nurse Practitioner,UNKNOWN,#,San Marcos,San Diego,92069.0,California,2016.0,2017.0,2.0,MU,#,#,8500.0,29750.0,-117.157071,33.14021
24702,#,#,Dentist,UNKNOWN,#,Oakland,Alameda,94601.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-122.22464,37.780079
24703,#,#,Dentist,UNKNOWN,#,Oakland,Alameda,94601.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-122.226345,37.777877
24704,#,#,Doctor of Optometry,UNKNOWN,#,Salinas,Monterey,93905.0,California,2015.0,2016.0,2.0,MU,#,#,8500.0,29750.0,-121.627151,36.67938
24705,#,#,Physician,UNKNOWN,#,Glendale,Los Angeles,91205.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.240391,34.13675
24706,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,UNKNOWN,#,Madera,Madera,93637.0,California,2015.0,2017.0,2.0,MU,#,#,8500.0,29750.0,-120.045721,36.94435
24707,#,#,Nurse Practitioner,UNKNOWN,#,Arcata,Humboldt,95521.0,California,2015.0,2016.0,2.0,MU,#,#,8500.0,29750.0,-124.083791,40.87589
24708,#,#,Certified Nurse - Midwife,UNKNOWN,#,San Marcos,San Diego,92069.0,California,2014.0,2015.0,2.0,MU,#,#,8500.0,8500.0,-117.157071,33.14021
24709,#,#,Physician,UNKNOWN,#,Torrance,Los Angeles,90502.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-118.294551,33.83154
24710,#,#,Physician,UNKNOWN,#,Moreno Valley,Riverside,92555.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-117.195861,33.9117
24711,#,#,Nurse Practitioner,UNKNOWN,#,San Leandro,Alameda,94577.0,California,2016.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-122.153331,37.70493
24712,#,#,Dentist,UNKNOWN,#,Long Beach,Los Angeles,90806.0,California,2017.0,2018.0,3.0,MU,#,#,8500.0,38250.0,-118.186687,33.809003
24713,#,#,Dentist,UNKNOWN,#,Laguna Niguel,Orange,92677.0,California,2017.0,2018.0,2.0,MU,#,#,8500.0,29750.0,-117.708741,33.55732
24714,#,#,Dentist,UNKNOWN,#,Nipomo,San Luis Obispo,93444.0,California,2017.0,2018.0,3.0,MU,#,#,8500.0,38250.0,-120.498731,35.02699
24715,#,#,Dentist,UNKNOWN,#,san francisco,San Francisco,94143.0,California,2016.0,2017.0,2.0,MU,#,#,8500.0,29750.0,-122.460981,37.762549
24716,#,#,Nurse Practitioner,UNKNOWN,#,Los Angeles,Los Angeles,90007.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.275701,34.02354
24717,#,#,Dentist,UNKNOWN,#,Lynwood,Los Angeles,90262.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.215721,33.94499
24718,#,#,Dentist,UNKNOWN,#,La Verne,Los Angeles,91750.0,California,2016.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-117.773371,34.13196
24719,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90033.0,California,2014.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-118.208281,34.05963
24720,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,UNKNOWN,#,Sacramento,Sacramento,95811.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-121.479361,38.5762
24721,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,UNKNOWN,#,Sacramento,Sacramento,95816.0,California,2017.0,2018.0,2.0,MU,#,#,8500.0,29750.0,-121.456611,38.57118
24722,#,#,Physician,UNKNOWN,#,Oakland,Alameda,94609.0,California,2015.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-122.267631,37.83706
24723,#,#,Physician,UNKNOWN,#,Martinez,Contra Costa,94553.0,California,2013.0,2014.0,1.0,AIU,#,#,21250.0,21250.0,-122.132641,38.00674
24724,#,#,Nurse Practitioner,UNKNOWN,#,Riverside,Riverside,92503.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-117.467431,33.9458
24725,#,#,Physician,UNKNOWN,#,San Bernardino,San Bernardino,92410.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-117.298694,34.09684
24726,#,#,Physician,UNKNOWN,#,French Camp,San Joaquin,95231.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-121.282211,37.88655
24727,#,#,Physician,UNKNOWN,#,commerce,Los Angeles,90040.0,California,2017.0,2018.0,2.0,MU,#,#,8500.0,29750.0,-118.156401,33.99988
24728,#,#,Physician,UNKNOWN,#,Lodi,San Joaquin,95242.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-121.298535,38.113632
24729,#,#,Nurse Practitioner,UNKNOWN,#,Exeter,Tulare,93221.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-119.132417,36.298867
24730,#,#,Nurse Practitioner,UNKNOWN,#,Los Angeles,Los Angeles,90013.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.244581,34.04563
24731,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90033.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-118.208281,34.05963
24732,#,#,Nurse Practitioner,UNKNOWN,#,Salinas,Monterey,93901.0,California,2015.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-121.649141,36.65994
24733,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,UNKNOWN,#,Ventura,Ventura,93004.0,California,2016.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-119.159071,34.29357
24734,#,#,Nurse Practitioner,UNKNOWN,#,Vista,San Diego,92084.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-117.228631,33.20959
24735,#,#,Nurse Practitioner,UNKNOWN,#,San Rafael,Marin,94901.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-122.525231,37.97138
24736,#,#,Nurse Practitioner,UNKNOWN,#,SAN DIEGO,San Diego,92105.0,California,2017.0,2018.0,2.0,MU,#,#,8500.0,29750.0,-117.101351,32.75054
24737,#,#,Nurse Practitioner,UNKNOWN,#,Hawthorne,Los Angeles,90250.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.320651,33.91694
24738,#,#,Nurse Practitioner,UNKNOWN,#,Riverside,Riverside,92507.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-117.365075,33.977612
24739,#,#,Dentist,UNKNOWN,#,Los Angeles,Los Angeles,90062.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-118.308661,34.01666
24740,#,#,Physician,FAMILY PRACTICE,#,Arcata,Humboldt,95521.0,California,2013.0,2014.0,2.0,MU,#,#,8500.0,29750.0,-124.087015,40.897443
24741,#,#,Nurse Practitioner,UNKNOWN,#,Concord,Contra Costa,94520.0,California,2013.0,2014.0,3.0,MU,#,#,8500.0,38250.0,-122.035001,37.97903
24742,#,#,Physician,UNKNOWN,#,Orange,Orange,92866.0,California,2013.0,2014.0,2.0,MU,#,#,8500.0,29750.0,-117.853591,33.77811
24743,#,#,Physician,UNKNOWN,#,Irvine,Orange,92604.0,California,2017.0,2018.0,5.0,MU,#,#,8500.0,55250.0,-117.795281,33.67488
24744,#,#,Physician,UNKNOWN,#,Salinas,Monterey,93906.0,California,2016.0,2017.0,2.0,MU,#,#,8500.0,29750.0,-121.633071,36.69624
24745,#,#,Physician,UNKNOWN,#,Chico,Butte,95973.0,California,2014.0,2015.0,2.0,MU,#,#,8500.0,29750.0,-121.910931,39.85351
24746,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90033.0,California,2015.0,2016.0,2.0,MU,#,#,8500.0,29750.0,-118.208281,34.05963
24747,#,#,Physician,UNKNOWN,#,Sylmar,Los Angeles,91342.0,California,2014.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-118.445531,34.32593
24748,#,#,Dentist,UNKNOWN,#,Corona,Riverside,92879.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-117.558651,33.87348
24749,#,#,Physician,UNKNOWN,#,San Diego,San Diego,92123.0,California,2016.0,2017.0,3.0,MU,#,#,8500.0,38250.0,-117.122761,32.81208
24750,#,#,Physician,INTERNAL MEDICINE,#,Oakland,Alameda,94602.0,California,2011.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-122.231231,37.7989
24751,#,#,Physician,INTERNAL MEDICINE,#,Oakland,Alameda,94602.0,California,2011.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-122.231231,37.7989
24752,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,UNKNOWN,#,Redding,Shasta,96001.0,California,2016.0,2017.0,3.0,MU,#,#,8500.0,38250.0,-122.385391,40.58298
24753,#,#,Physician,FAMILY PRACTICE,#,San Gabriel,Los Angeles,91776.0,California,2014.0,2015.0,3.0,MU,#,#,8500.0,38250.0,-118.090902,34.090799
24754,#,#,Dentist,UNKNOWN,#,Long Beach,Los Angeles,90806.0,California,2017.0,2018.0,2.0,MU,#,#,8500.0,29750.0,-118.186687,33.809003
24755,#,#,Physician,UNKNOWN,#,los angeles,Los Angeles,90095.0,California,2014.0,2015.0,2.0,MU,#,#,8500.0,29750.0,-118.443579,34.063718
24756,#,#,Nurse Practitioner,UNKNOWN,#,Loma Linda,San Bernardino,92354.0,California,2014.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-117.262301,34.04742
24757,#,#,Physician,UNKNOWN,#,Los Angeles,Los Angeles,90033.0,California,2014.0,2015.0,1.0,AIU,#,#,21250.0,21250.0,-118.208281,34.05963
24758,#,#,Physician,UNKNOWN,#,Norwalk,Los Angeles,90650.0,California,2017.0,2018.0,3.0,MU,#,#,8500.0,38250.0,-118.098461,33.91187
24759,#,#,Physician,UNKNOWN,#,ARCADIA,Los Angeles,91006.0,California,2016.0,2017.0,2.0,MU,#,#,8500.0,29750.0,-118.021931,34.10792
24760,#,#,Physician,FAMILY PRACTICE,#,Salinas,Monterey,93905.0,California,2016.0,2017.0,3.0,MU,#,#,8500.0,38250.0,-121.635841,36.67418
24761,#,#,Physician,UNKNOWN,#,Bell Gardens,Los Angeles,90201.0,California,2012.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-118.147539,33.972966
24762,#,#,Physician,UNKNOWN,#,Vista,San Diego,92084.0,California,2017.0,2018.0,6.0,MU,#,#,8500.0,63750.0,-117.228631,33.20959
24763,#,#,Physician,CARDIOVASCULAR DISEASE (CARDIOLOGY),#,Fresno,Fresno,93710.0,California,2016.0,2017.0,5.0,MU,#,#,8500.0,55250.0,-119.772364,36.82508
24764,#,#,Physician,UNKNOWN,#,Loma Linda,San Bernardino,92354.0,California,2017.0,2018.0,6.0,MU,#,#,8500.0,63750.0,-117.239641,34.04813
24765,#,#,Physician,INTERNAL MEDICINE,#,Costa Mesa,Orange,92627.0,California,2013.0,2014.0,2.0,MU,#,#,8500.0,29750.0,-117.917301,33.65442
24766,#,#,Physician,UNKNOWN,#,Stockton,San Joaquin,95210.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-121.300531,38.01587
24767,#,#,Physician,UNKNOWN,#,San Diego,San Diego,92113.0,California,2014.0,2015.0,3.0,MU,#,#,8500.0,38250.0,-117.113408,32.694953
24768,#,#,Physician,OBSTETRICS/GYNECOLOGY,#,Northridge,Los Angeles,91325.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-118.531251,34.22041
24769,#,#,Physician,OBSTETRICS/GYNECOLOGY,#,Oakland,Alameda,94609.0,California,2014.0,2015.0,3.0,MU,#,#,8500.0,38250.0,-122.263846,37.818883
24770,#,#,Physician,INTERNAL MEDICINE,#,Los Angeles,Los Angeles,90033.0,California,2011.0,2012.0,1.0,AIU,#,#,21250.0,21250.0,-118.202591,34.06247
24771,#,#,Physician,FAMILY PRACTICE,#,Palo Alto,Santa Clara,94306.0,California,2013.0,2014.0,2.0,MU,#,#,8500.0,29750.0,-122.142001,37.42701
24772,#,#,Physician,FAMILY PRACTICE,#,Santa Rosa,Sonoma,95407.0,California,2015.0,2017.0,5.0,MU,#,#,8500.0,63750.0,-122.749221,38.42782
24773,#,#,Physician,UNKNOWN,#,Napa,Napa,94558.0,California,2016.0,2017.0,5.0,MU,#,#,8500.0,55250.0,-122.292101,38.32092
24774,#,#,Physician,UNKNOWN,#,Madera,Madera,93636.0,California,2016.0,2018.0,3.0,MU,#,#,8500.0,38250.0,-119.800101,36.88435
24775,#,#,Physician,CARDIOVASCULAR DISEASE (CARDIOLOGY),#,Beverly Hills,Los Angeles,90211.0,California,2016.0,2017.0,2.0,MU,#,#,8500.0,29750.0,-118.386331,34.06669
24776,#,#,Nurse Practitioner,UNKNOWN,#,Carmichael,Sacramento,95608.0,California,2012.0,2013.0,2.0,MU,#,#,8500.0,29750.0,-121.328804,38.651145
24777,#,#,Physician,FAMILY PRACTICE,#,Ceres,Stanislaus,95307.0,California,2014.0,2015.0,3.0,MU,#,#,8500.0,38250.0,-120.954101,37.59204
24778,#,#,Dentist,UNKNOWN,#,Visalia,Tulare,93291.0,California,2016.0,2017.0,6.0,MU,#,#,8500.0,63750.0,-119.289053,36.334184
24779,#,#,Physician,NEUROLOGY,#,San Francisco,San Francisco,94110.0,California,2014.0,2015.0,2.0,MU,#,#,8500.0,29750.0,-122.405371,37.75529
24780,#,#,Physician,UNKNOWN,#,SAN DIEGO,San Diego,92123.0,California,2014.0,2015.0,4.0,MU,#,#,8500.0,46750.0,-117.151331,32.7981
24781,#,#,Physician,OBSTETRICS/GYNECOLOGY,#,Los Angeles,Los Angeles,90007.0,California,2012.0,2014.0,1.0,AIU,#,#,-21250.0,21250.0,-118.275362,34.028997
24782,#,#,Physician,UNKNOWN,#,Bakersfield,Kern,93311.0,California,2015.0,2017.0,4.0,MU,#,#,8500.0,46750.0,-119.108481,35.35526
24783,#,#,Physician,UNKNOWN,#,San Jose,Santa Clara,95128.0,California,2017.0,2018.0,5.0,MU,#,#,8500.0,55250.0,-121.933911,37.31439
24784,#,#,Physician,UNKNOWN,#,Oakland,Alameda,94609.0,California,2015.0,2016.0,1.0,AIU,#,#,21250.0,21250.0,-122.267631,37.83706
24785,#,#,Physicians Assistant practicing in FQHC or RHC led by a PA,UNKNOWN,#,Exeter,Tulare,93221.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-119.132417,36.298867
24786,#,#,Nurse Practitioner,NURSE PRACTITIONER,#,Fillmore,Ventura,93015.0,California,2015.0,2017.0,3.0,MU,#,#,8500.0,38250.0,-118.914081,34.40023
24787,#,#,Physician,UNKNOWN,#,Novato,Marin,94945.0,California,2015.0,2017.0,2.0,MU,#,#,8500.0,29750.0,-122.532804,38.068643
24788,#,#,Physician,UNKNOWN,#,Clearlake,Lake,95422.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-122.629581,38.95012
24789,#,#,Doctor of Optometry,UNKNOWN,#,Westminster,Orange,92683.0,California,2016.0,2017.0,1.0,AIU,#,#,21250.0,21250.0,-117.954747,33.735381
24790,#,#,Physician,UNKNOWN,#,Roseville,Placer,95661.0,California,2015.0,2017.0,4.0,MU,#,#,8500.0,55250.0,-121.276291,38.72914
24791,#,#,Nurse Practitioner,UNKNOWN,#,Sacramento,Sacramento,95838.0,California,2015.0,2016.0,2.0,MU,#,#,8500.0,29750.0,-121.456903,38.639612
24792,#,#,Physician,CARDIOVASCULAR DISEASE (CARDIOLOGY),#,TORRANCE,Los Angeles,90502.0,California,2012.0,2013.0,1.0,AIU,#,#,21250.0,21250.0,-118.294551,33.83154
